product_key,product,feature_id,capability,class,state,required_behavior_or_evidence,rollout_stage,rollout_stage_title,rollout_lane,release_note,source_file,source_line
nexarr,NexArr,NX-CUR-002,User and tenant membership administration,CURRENT,Durable,"Create and manage platform users, tenants, memberships, active/inactive state, and tenant context.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,112
nexarr,NexArr,NX-CUR-003,Platform role assignments,CURRENT,Durable,Platform-level assignments and platform-admin authority are represented separately from product-domain permissions.,R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,113
nexarr,NexArr,NX-CUR-004,External identity provider mappings,CURRENT,Durable,Persist mappings between external identity subjects/providers and local users; complete protocol configuration remains a target.,R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,114
nexarr,NexArr,NX-CUR-005,Session inventory and controls,CURRENT,Durable,"Track user sessions and tenant session policy, enabling revocation and cleanup workflows.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,115
nexarr,NexArr,NX-CUR-006,Service clients and service tokens,CURRENT,Durable,"Issue, validate, rotate, audit, and clean up machine credentials used for product-to-product calls.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,116
nexarr,NexArr,NX-CUR-007,Secure product launch and handoff,CURRENT,Durable,"Launch profiles, callback allowlists, tenant hints, return URLs, and short-lived handoff codes are modeled.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,117
nexarr,NexArr,NX-CUR-008,Tenant integration connection registry,CURRENT,Durable,"Connections, credentials, mappings, sync runs, provider health, manual mapping templates, and intake attempts are durable.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,118
nexarr,NexArr,NX-CUR-009,Platform event outbox,CURRENT,Durable,Durable event publishing settings and runs support reliable platform integration behavior.,R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,119
nexarr,NexArr,NX-CUR-010,Reference-data ingestion administration,CURRENT,Durable,"Datasets, sources, staging records, versions, crosswalks, tenant overlays, mappings, publish events, and audit are durable.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,120
nexarr,NexArr,NX-CUR-011,Smart Import review pipeline,CURRENT,Durable,"Batches, files, classification, extracted fields, proposed records, match candidates, review decisions, commit plans, and audit are modeled.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,121
nexarr,NexArr,NX-CUR-012,AI session and action-proposal audit,CURRENT,Durable,"AI conversations, proposals, and audit events support review-before-commit behavior.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,122
nexarr,NexArr,NX-CUR-013,Field Companion notification and offline intake infrastructure,CURRENT,Durable,"Push subscriptions, dispatch records, tenant notification settings, test dispatch, offline actions, and field submissions are represented.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,123
nexarr,NexArr,NX-CUR-014,Platform audit package and maintenance jobs,CURRENT,Durable,"Cleanup, reconciliation, tenant lifecycle, and audit-package job settings/runs are modeled.",R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,124
nexarr,NexArr,NX-CUR-015,Fixed-suite launch model cleanup,CURRENT,Durable,Historical access/license references are retained only where needed for migration evidence and backward-compatible redirects; launch decisions use fixed-suite suite membership plus product-local permissions.,R1,Foundation spine,Harden represented capability in product entry release,Verify with release gate tests and UX polish,products/nexarr/FEATURESET.md,125
nexarr,NexArr,NX-COM-001,OIDC and SAML single sign-on,COMMON,Target,"Standards-based workforce SSO with tested metadata exchange, signed requests, certificate rotation, domain discovery, and safe fallback.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,133
nexarr,NexArr,NX-COM-002,Multi-factor authentication,COMMON,Target,"TOTP, WebAuthn/passkeys, recovery codes, step-up authentication, remembered devices, and administrator reset with audit.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,134
nexarr,NexArr,NX-COM-003,Passwordless authentication,COMMON,Target,"Passkeys and secure magic-link or device-bound login where policy permits, without weakening recovery controls.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,135
nexarr,NexArr,NX-COM-004,SCIM user and group provisioning,COMMON,Target,"Standards-based joiner/mover/leaver provisioning with reconciliation, conflict handling, deprovisioning safety, and dry-run visibility.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,136
nexarr,NexArr,NX-COM-005,"Account lock, suspend, reactivate, and terminate",COMMON,Target,"Explicit lifecycle states that block new sessions, revoke active sessions, and preserve audit history.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,137
nexarr,NexArr,NX-COM-006,Delegated tenant administration,COMMON,Target,Tenant administrators manage permitted identity operations without platform-admin access or cross-tenant visibility.,R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,138
nexarr,NexArr,NX-COM-007,Session and device management,COMMON,Target,"Users and administrators can view, name, revoke, and investigate sessions/devices with location and risk context where legally appropriate.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,139
nexarr,NexArr,NX-COM-008,Authentication policy,COMMON,Target,"Configurable password, MFA, session lifetime, idle timeout, IP/network, and step-up policies with safe defaults.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,140
nexarr,NexArr,NX-COM-009,Application/service registration,COMMON,Target,"Register trusted services, redirect URIs, scopes, secrets/certificates, and ownership contacts.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,141
nexarr,NexArr,NX-COM-010,Identity audit and sign-in reporting,COMMON,Target,"Searchable login, failure, factor, session, admin, token, and IdP events with export and retention.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,142
nexarr,NexArr,NX-COM-011,Break-glass administration,COMMON,Target,"Tightly controlled emergency accounts with offline recovery material, forced review, and immediate notifications.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,143
nexarr,NexArr,NX-COM-012,Self-service account recovery,COMMON,Target,Verified recovery paths that do not expose whether an account exists and include administrator override controls.,R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,144
nexarr,NexArr,NX-COM-013,Tenant switcher and membership context,COMMON,Target,"Clear current-tenant identity, safe switching, recent tenants, and no silent cross-tenant carryover.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,145
nexarr,NexArr,NX-COM-014,Machine identity lifecycle,COMMON,Target,"Client owner, purpose, scopes, expiration, rotation, usage history, last-used data, and automatic disablement of abandoned credentials.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,146
nexarr,NexArr,NX-UND-001,No-SSO-tax security baseline,UNDERSERVED,Target,"Provide SSO, MFA, SCIM, and core audit capabilities without forcing small organizations into an enterprise contract solely to use standard security.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,154
nexarr,NexArr,NX-UND-002,Human-readable authorization explanations,UNDERSERVED,Target,"Explain which role, scope, policy, or missing assignment allowed or denied an action, without exposing exploitable internals.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,155
nexarr,NexArr,NX-UND-003,Permission simulator,UNDERSERVED,Target,"Preview effective access for a user, role, location, and product action before saving changes.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,156
nexarr,NexArr,NX-UND-004,Temporary and just-in-time access,UNDERSERVED,Target,"Time-boxed, reasoned, approval-backed access that automatically expires and appears in reviews.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,157
nexarr,NexArr,NX-UND-005,Unified human and machine identity inventory,UNDERSERVED,Target,"One searchable graph for users, linked StaffArr people, external identities, service clients, owners, scopes, dependencies, and stale-risk indicators.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,158
nexarr,NexArr,NX-UND-006,Safe tenant offboarding and export,UNDERSERVED,Target,"Preview dependencies, export identity/audit data, revoke integrations, archive tenant state, and prove completion without destructive surprises.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,159
nexarr,NexArr,NX-UND-007,Identity-linked quick create from StaffArr,UNDERSERVED,Target,Permissioned StaffArr users can provision or update a login through NexArr-backed actions while StaffArr remains the working HR surface.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,160
nexarr,NexArr,NX-UND-008,Transparent degraded authentication,UNDERSERVED,Target,"Clearly distinguish invalid credentials, IdP outage, tenant suspension, policy block, and service degradation while keeping messages secure.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,161
nexarr,NexArr,NX-UND-009,Low-friction external collaborator identity,UNDERSERVED,Target,"Scoped, expiring portal identities for suppliers, customers, auditors, and contractors without consuming full internal-user administration overhead.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,162
nexarr,NexArr,NX-UND-010,Cross-product access review inbox,UNDERSERVED,Target,"Review actual high-risk product actions and scopes, not only coarse application assignment.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,163
nexarr,NexArr,NX-DEM-001,Identity governance and access certification,DEMOCRATIZE,Target,"Campaigns, reviewers, evidence, recommendations, revocation, exceptions, and closure reporting suitable for small teams.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,171
nexarr,NexArr,NX-DEM-002,Lifecycle automation,DEMOCRATIZE,Target,"Joiner/mover/leaver rules triggered by StaffArr status, position, location, or contract dates, with preview and approval.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,172
nexarr,NexArr,NX-DEM-003,Privileged access management lite,DEMOCRATIZE,Target,"Vaulted emergency credentials, checkout/approval, short-lived elevation, command/action context, and post-use review for platform operations.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,173
nexarr,NexArr,NX-DEM-004,Adaptive authentication,DEMOCRATIZE,Target,"Risk-informed step-up using session, device, location, impossible-travel, and behavior signals with transparent policy and appeal/recovery.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,174
nexarr,NexArr,NX-DEM-005,Identity threat detection,DEMOCRATIZE,Target,"Detect impossible travel, token replay, anomalous service-client use, MFA fatigue, dormant privileged accounts, and unusual tenant switching.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,175
nexarr,NexArr,NX-DEM-006,Fine-grained attribute-based access,DEMOCRATIZE,Target,"Policy conditions using role, location, assignment, qualification, record state, time, and risk while preserving explainability.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,176
nexarr,NexArr,NX-DEM-007,Bring-your-own identity provider,DEMOCRATIZE,Target,"Self-service setup, validation, certificate rollover, staged cutover, test users, and rollback without professional-services dependency.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,177
nexarr,NexArr,NX-DEM-008,Credentialless workload identity,DEMOCRATIZE,Target,Short-lived workload credentials and federation for cloud/runtime services rather than long-lived shared secrets.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,178
nexarr,NexArr,NX-DEM-009,Policy-as-code export and validation,DEMOCRATIZE,Target,"Version, diff, test, approve, and export identity policies in a portable representation.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,179
nexarr,NexArr,NX-DEM-010,Cross-tenant managed service delegation,DEMOCRATIZE,Target,"Explicit customer-approved support delegation with per-tenant scope, reason, duration, recording, and revocation.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,180
nexarr,NexArr,NX-FND-001,Tenant-scoped authorization,FOUNDATION,Target,Every read and write is tenant-scoped server-side; product UI visibility never substitutes for authorization.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,186
nexarr,NexArr,NX-FND-002,StaffArr-backed action permissions,FOUNDATION,Target,"Use product action keys, role scopes, delegated authority, and explicit denial reasons; ownership does not prevent permissioned delegated workflows.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,187
nexarr,NexArr,NX-FND-003,Unified suite shell,FOUNDATION,Target,"Consistent navigation, page anatomy, terminology, responsive behavior, keyboard access, and light/dark contrast across products.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,188
nexarr,NexArr,NX-FND-004,Record lifecycle and history,FOUNDATION,Target,"Human-readable statuses, timeline events, actor/time/source attribution, undo or correction paths, and immutable audit evidence.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,189
nexarr,NexArr,NX-FND-005,Quick create for missing references,FOUNDATION · UNDERSERVED,Target,Create the minimum valid cross-product reference without abandoning the current task; preserve context and allow later backfill.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,190
nexarr,NexArr,NX-FND-006,Saved views and personal preferences,COMMON,Target,"Per-user filters, columns, density, sort, board/list preference, default landing view, and product-scoped preferences.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,191
nexarr,NexArr,NX-FND-007,Bulk operations with preview,COMMON,Target,"Selection-aware actions, dry-run/impact preview, partial failure handling, downloadable results, and permission checks per record.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,192
nexarr,NexArr,NX-FND-008,Import with mapping and review,COMMON · UNDERSERVED,Target,"Product-specific import separate from Smart Import, with templates, mappings, validation, dedupe, dry run, commit plan, and rollback/correction evidence.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,193
nexarr,NexArr,NX-FND-009,Export and portability,COMMON · DEMOCRATIZE,Target,"CSV/PDF/JSON or package export appropriate to the domain, without trapping customer data behind enterprise tiers.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,194
nexarr,NexArr,NX-FND-010,"Notifications, tasks, and inbox",COMMON,Target,"Actionable notifications with ownership, due dates, escalation, snooze/delegation, deep links, and duplicate suppression.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,195
nexarr,NexArr,NX-FND-011,"API, webhooks, and event outbox",COMMON · DEMOCRATIZE,Target,"Stable versioned APIs, idempotency, service authentication, signed webhooks/events, retries, dead-letter handling, and correlation IDs.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,196
nexarr,NexArr,NX-FND-012,RecordArr evidence references,FOUNDATION,Target,Files and evidence are stored once in RecordArr and referenced by owning records; products do not create shadow document vaults.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,197
nexarr,NexArr,NX-FND-013,ReportArr projections and metrics,FOUNDATION,Target,Operational products emit facts/events; ReportArr builds read models and reports without becoming the source of operational truth.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,198
nexarr,NexArr,NX-FND-014,Compliance Core applicability and gates,FOUNDATION,Target,"Products request explainable requirements, missing facts, evidence needs, and gate decisions rather than embedding independent legal logic.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,199
nexarr,NexArr,NX-FND-015,Field Companion execution surface,FOUNDATION · UNDERSERVED,Target,"Mobile-first task, scan, capture, acknowledgement, and offline execution against the owning product API.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,200
nexarr,NexArr,NX-FND-016,Professional print and report view,COMMON,Target,"Print output is a purpose-built report document without the app shell, not a screenshot of the current page.",R1,Foundation spine,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,201
nexarr,NexArr,NX-FND-017,Accessible error and degraded states,FOUNDATION,Target,"Explain what failed, what remains saved, whether retry is safe, what the user can do, and which administrator or integration owns the issue.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,202
nexarr,NexArr,NX-FND-018,"Time, locale, and units",FOUNDATION,Target,"Store canonical timestamps and units; display tenant/user locale, timezone, currency, and measurement preferences consistently.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,203
nexarr,NexArr,NX-FND-019,"Retention, privacy, and legal hold awareness",FOUNDATION,Target,"Product deletion/archive actions respect RecordArr retention, legal holds, privacy policy, and downstream references.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,204
nexarr,NexArr,NX-FND-020,"AI-assisted proposals, never silent commits",UNDERSERVED,Target,"AI may classify, summarize, suggest, or draft; consequential changes remain reviewable, permissioned, attributable, and reversible.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/nexarr/FEATURESET.md,205
ordarr,OrdArr,OR-CUR-001,Order create/read/update prototype,CURRENT,Partial,"Frontend/API routes and tests exercise core order-entry, detail, and line-update behavior.",R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,119
ordarr,OrdArr,OR-CUR-002,Order line prototype,CURRENT,Partial,"Order lines can represent requested goods/services and execution needs, including routed execution targets.",R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,120
ordarr,OrdArr,OR-CUR-003,Lifecycle and readiness prototype,CURRENT,Scaffold,"Statuses, readiness checks, and timeline concepts are present.",R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,121
ordarr,OrdArr,OR-CUR-004,Order hold prototype,CURRENT,Partial,Hold records/actions support blocked order progression.,R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,122
ordarr,OrdArr,OR-CUR-005,Execution handoff prototype,CURRENT,Partial,Handoff records track requests to product-owned execution domains.,R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,123
ordarr,OrdArr,OR-CUR-006,Handoff status and completion prototype,CURRENT,Scaffold,Acceptance/block/completion can be reflected in order status.,R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,124
ordarr,OrdArr,OR-CUR-007,Order return prototype,CURRENT,Scaffold,Return/RMA-like records exist in the store.,R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,125
ordarr,OrdArr,OR-CUR-008,Completion and finance-ready packet prototype,CURRENT,Partial,"Approved order closeout can reference and advance completion, invoice-ready, and bill-ready packet structures from the order detail workspace.",R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,126
ordarr,OrdArr,OR-CUR-009,Idempotency prototype,CURRENT,Scaffold,The store models duplicate-safe request handling.,R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,127
ordarr,OrdArr,OR-CUR-010,"Dashboard, order, handoff, completion, report, and settings UI scaffold",CURRENT,Partial,The frontend establishes the intended navigation and primary user tasks.,R7B,Order/request orchestration baseline,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/ordarr/FEATURESET.md,128
ordarr,OrdArr,OR-COM-001,Omnichannel order capture,COMMON,Target,"Internal UI, customer portal, API, EDI, import, marketplace/site, recurring, quote/agreement, and integration sources with idempotency.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,136
ordarr,OrdArr,OR-COM-002,Order types and configurable lifecycle,COMMON,Target,"Sales, service, internal, transfer, return, replacement, sample, subscription/repeat, and other governed types with state rules.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,137
ordarr,OrdArr,OR-COM-003,Order validation and enrichment,COMMON,Target,"Customer eligibility, addresses, contacts, terms, requirements, item/service, quantity/UOM, dates, pricing refs, tax/finance refs, and compliance facts.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,138
ordarr,OrdArr,OR-COM-004,Order promising,COMMON,Target,"Available-to-promise/capable-to-promise using inventory, procurement, capacity, transport, service, calendars, and constraints with explainable dates.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,139
ordarr,OrdArr,OR-COM-005,Order orchestration and decomposition,COMMON,Target,"Split lines/quantities into warehouse, transport, maintenance/service, procurement, quality, document, and external handoffs.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,140
ordarr,OrdArr,OR-COM-006,"Allocation, split, partial, backorder, and substitution coordination",COMMON,Target,Order-level decisions and customer approval while LoadArr/SupplyArr own physical/procurement execution.,R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,141
ordarr,OrdArr,OR-COM-007,Order holds and approvals,COMMON,Target,"Credit/eligibility, compliance, quality, inventory, fraud, document, customer, price, capacity, and manual holds with owners and release rules.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,142
ordarr,OrdArr,OR-COM-008,Order changes and cancellation,COMMON,Target,"Versioned amendments, impact preview, approval, downstream compensation, fees/financial refs, and customer communication.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,143
ordarr,OrdArr,OR-COM-009,Fulfillment status and exception coordination,COMMON,Target,"Track handoffs, milestones, blockers, promises, partials, exceptions, and recovery across products.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,144
ordarr,OrdArr,OR-COM-010,Returns and exchanges,COMMON,Target,"RMA eligibility, authorization, receipt/inspection, disposition, replacement, refund/credit refs, and closure.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,145
ordarr,OrdArr,OR-COM-011,Order completion and financial readiness,COMMON,Target,"Confirm required handoffs/evidence, generate customer completion and finance packet refs, and preserve correction/reopen workflow.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,146
ordarr,OrdArr,OR-COM-012,Customer/order portal status,COMMON,Target,"Customer-safe status, actions, changes, documents, appointments, proof, returns, and messages.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,147
ordarr,OrdArr,OR-COM-013,Order analytics,COMMON,Target,"Cycle time, fill/complete, promise accuracy, hold aging, cancellation, return, handoff performance, backlog, and exception causes.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,148
ordarr,OrdArr,OR-COM-014,API/events and integration,COMMON,Target,"Stable create/change/status/hold/handoff/return contracts, outbox, webhooks, retries, dedupe, and reconciliation.",R7B,Order/request orchestration baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,149
ordarr,OrdArr,OR-UND-001,SMB omnichannel orchestration without enterprise complexity,UNDERSERVED,Target,"A small team can coordinate goods, services, pickup/delivery, procurement, and field work from one order without a huge implementation.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,157
ordarr,OrdArr,OR-UND-002,Explainable promise date,UNDERSERVED,Target,"Show which inventory, supplier, capacity, transport, customer, calendar, or compliance fact determines the date and confidence.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,158
ordarr,OrdArr,OR-UND-003,Goods-plus-service orders,UNDERSERVED,Target,"One order can coordinate parts, warehouse fulfillment, installation/maintenance, transportation, training, documents, and acceptance.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/ordarr/FEATURESET.md,159
