Product,Feature,Milestone,Acceptance Signal,Owner Boundary
MaintainArr,API surface /api/preventive-maintenance,M7,"/api/preventive-maintenance exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Assets, inspections, defects, work orders, PM, maintenance evidence, maintenance cost, asset readiness."
MaintainArr,API surface /api/maintenance-history,M7,"/api/maintenance-history exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Assets, inspections, defects, work orders, PM, maintenance evidence, maintenance cost, asset readiness."
MaintainArr,API surface /api/asset-readiness,M7,"/api/asset-readiness exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Assets, inspections, defects, work orders, PM, maintenance evidence, maintenance cost, asset readiness."
MaintainArr,API surface /api/technician-refs,M7,"/api/technician-refs exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Assets, inspections, defects, work orders, PM, maintenance evidence, maintenance cost, asset readiness."
MaintainArr,API surface /health,M1,"/health exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Assets, inspections, defects, work orders, PM, maintenance evidence, maintenance cost, asset readiness."
RoutArr,dispatch command center,M9,"dispatch command center has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,daily dispatch board,M9,"daily dispatch board has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,weekly dispatch board,M9,"weekly dispatch board has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,route calendar,M9,"route calendar has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver availability panel,M9,"driver availability panel has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,equipment availability panel,M9,"equipment availability panel has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,unassigned work queue,M9,"unassigned work queue has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,assigned trip list,M9,"assigned trip list has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,active trip map/list,M9,"active trip map/list has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,late trip highlighting,M9,"late trip highlighting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,at-risk trip highlighting,M9,"at-risk trip highlighting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,exception queue,M9,"exception queue has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,drag-and-drop assignment,M9,"drag-and-drop assignment has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,bulk assignment actions,M9,"bulk assignment actions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,dispatch closeout,M9,"dispatch closeout has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,route planning,M9,"route planning has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,route templates,M9,"route templates has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,trip execution,M9,"trip execution has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,start trip,M9,"start trip has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,complete trip,M9,"complete trip has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,close trip,M9,"close trip has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,cancel trip,M9,"cancel trip has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,stop management,M9,"stop management has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,stop sequencing,M9,"stop sequencing has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,arrive stop,M9,"arrive stop has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,complete stop,M9,"complete stop has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver portal,M9,"driver portal has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,today assigned trips,M9,"today assigned trips has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,upcoming trips,M9,"upcoming trips has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,navigation handoff,M9,"navigation handoff has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,pickup confirmation,M9,"pickup confirmation has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,delivery confirmation,M9,"delivery confirmation has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,equipment assignment,M9,"equipment assignment has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver assignment,M9,"driver assignment has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver eligibility checks,M10,"driver eligibility checks has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,asset dispatchability checks,M9,"asset dispatchability checks has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,load/movement records,M9,"load/movement records has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,DVIR,M9,"DVIR has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,pre-trip DVIR,M9,"pre-trip DVIR has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,post-trip DVIR,M9,"post-trip DVIR has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,proof capture,M9,"proof capture has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,photos/documents/signatures,M9,"photos/documents/signatures has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,proof archive,M9,"proof archive has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,exception reporting,M12,"exception reporting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,delay reporting,M12,"delay reporting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,equipment issue reporting,M12,"equipment issue reporting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,incident reporting,M12,"incident reporting has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,StaffArr incident forwarding,M10,"StaffArr incident forwarding has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,Compliance Core dispatch gates,M10,"Compliance Core dispatch gates has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,TrainArr qualification gates,M10,"TrainArr qualification gates has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,MaintainArr equipment readiness gates,M10,"MaintainArr equipment readiness gates has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,short-haul/time tracking support,M9,"short-haul/time tracking support has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,communication and notes,M9,"communication and notes has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,messaging with dispatch,M9,"messaging with dispatch has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver performance summary,M9,"driver performance summary has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,route health dashboard,M9,"route health dashboard has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver/equipment utilization,M9,"driver/equipment utilization has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,reporting and analytics,M12,"reporting and analytics has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,route audit trail,M12,"route audit trail has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver dispatch history,M12,"driver dispatch history has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,equipment dispatch history,M12,"equipment dispatch history has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,exportable audit packets,M12,"exportable audit packets has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,cross-product events,M9,"cross-product events has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,admin/configuration,M9,"admin/configuration has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,route state worker,M12,"route state worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,trip completion rollup worker,M12,"trip completion rollup worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,driver eligibility worker,M10,"driver eligibility worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,DVIR follow-up worker,M12,"DVIR follow-up worker has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,reference maintenance workers,M12,"reference maintenance workers has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/routes,M9,"/api/routes exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/dispatch,M9,"/api/dispatch exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/trips,M9,"/api/trips exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/stops,M9,"/api/stops exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/drivers,M9,"/api/drivers exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/driver-eligibility,M10,"/api/driver-eligibility exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/vehicle-refs,M9,"/api/vehicle-refs exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/dvir,M9,"/api/dvir exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/route-inspections,M9,"/api/route-inspections exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/proof,M9,"/api/proof exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/exceptions,M9,"/api/exceptions exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /api/route-completions,M9,"/api/route-completions exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
RoutArr,API surface /health,M1,"/health exists, is tenant-scoped where applicable, permission-gated, documented in OpenAPI, and covered by tests.","Dispatch, routes, trips, stops, driver/equipment assignment, proof, exceptions, transportation audit trail."
SupplyArr,external party registry,M8,"external party registry has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,vendor records,M8,"vendor records has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,supplier records,M8,"supplier records has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,dealer records,M8,"dealer records has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,customer records,M8,"customer records has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,external party contacts,M8,"external party contacts has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,external party relationships,M8,"external party relationships has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,supplier onboarding,M8,"supplier onboarding has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,vendor approval status,M8,"vendor approval status has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,vendor restrictions,M8,"vendor restrictions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,supplier compliance documents,M8,"supplier compliance documents has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,document upload,M8,"document upload has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,document metadata,M8,"document metadata has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,document versioning,M8,"document versioning has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,document expiration,M8,"document expiration has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,document review,M8,"document review has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,part catalog,M8,"part catalog has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,materials catalog,M8,"materials catalog has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,service-purchasing catalog,M8,"service-purchasing catalog has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,manufacturer records,M8,"manufacturer records has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,manufacturer aliases,M8,"manufacturer aliases has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,internal part numbers,M8,"internal part numbers has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,vendor part numbers,M8,"vendor part numbers has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,part aliases,M8,"part aliases has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,part equivalents,M8,"part equivalents has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,supersessions,M8,"supersessions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,substitutions,M8,"substitutions has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,UOM support,M8,"UOM support has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,category support,M8,"category support has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,pricing snapshots,M8,"pricing snapshots has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,lead-time snapshots,M8,"lead-time snapshots has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,availability snapshots,M8,"availability snapshots has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,preferred source recommendations,M8,"preferred source recommendations has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,inventory locations,M8,"inventory locations has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,bins,M8,"bins has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,stock counts,M8,"stock counts has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,reservations,M8,"reservations has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,transfers,M8,"transfers has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,cycle counts,M8,"cycle counts has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,reorder points,M8,"reorder points has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,reorder evaluation,M8,"reorder evaluation has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,purchase request workflow,M8,"purchase request workflow has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,approval workflow,M8,"approval workflow has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,approval authority from StaffArr,M10,"approval authority from StaffArr has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,RFQs,M8,"RFQs has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
SupplyArr,quote comparison,M8,"quote comparison has database/API/UI or integration evidence, tests, audit logging where applicable, and no ownership-boundary violation.","External parties, vendors, suppliers, parts, inventory, procurement, receiving, supplier docs, supply readiness."
